seqid	qlen	length	pident	mismatch	qstart	qend	sstart	send	gaps	evalue	taxonomy
1092;size=21;	467	316	100.0	0	152	467	322205	322520	0	1.1e-161	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Pontimonas; unclassified Pontimonas; Pontimonas sp.
6560;size=3;	770	357	88.796	30	416	770	1628	1976	10	9.299999999999999e-115	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9462;size=613;	603	335	92.239	14	272	603	1195	1520	12	1.9700000000000002e-125	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
13100;size=56;	755	502	98.207	8	1	502	948	1448	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12987;size=4;	798	304	80.263	42	1	300	2578	2867	18	1.06e-49	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Sainouroidea; Guttulinopsidae; Rosculus; Rosculus vulgaris
11124;size=6;	682	682	95.748	23	1	682	270	945	6	0.0	cellular organisms; Eukaryota; Cryptophyceae; Cyathomonadacea; Goniomonadaceae; Goniomonas; Goniomonas amphinema
8536;size=151;	626	359	86.072	44	269	626	1597	1950	6	2.12e-100	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6801;size=9;	747	338	93.195	21	409	745	1560	1896	2	8.75e-135	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9794;size=7;	905	158	94.304	7	749	905	1385	1541	2	5.5400000000000005e-58	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5233;size=97;	511	511	95.695	18	1	511	232	738	4	0.0	cellular organisms; Eukaryota; Haptista; Haptophyta; environmental samples; Haptophyta environmental samples
8747;size=4;	498	164	95.732	7	335	498	1860	2023	0	1.75e-65	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5395;size=9;	1348	311	83.923	42	964	1269	691752	692059	8	8.190000000000001e-73	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Cyclobacteriaceae; unclassified Cyclobacteriaceae; Cyclobacteriaceae bacterium
3522;size=8;	744	746	94.102	30	1	744	1202	1935	14	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1725;size=4;	759	200	84.5	29	560	759	75	272	2	1.01e-44	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10089;size=47;	776	196	97.449	5	581	776	814	1009	0	2.1e-86	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Acanthoecida; Acanthoecidae; Savillea; Savillea micropora
3418;size=19;	536	269	83.643	31	275	536	443975	443713	13	3.19e-58	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Microgenomates group; Candidatus Paceibacterota; unclassified Candidatus Paceibacterota; Candidatus Paceibacterota bacterium
99;size=4;	728	202	89.604	15	529	728	867	1064	6	2.04e-61	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Craspedida; Salpingoecidae; Salpingoeca; Salpingoeca dolichothecata
1442;size=5;	642	607	99.176	4	1	607	275	880	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Zoopagomycota; Entomophthoromycotina; Entomophthoromycetes; Entomophthorales; Ancylistaceae; Conidiobolus; Conidiobolus lamprauges
4821;size=511;	712	327	85.933	42	389	712	1592	1917	4	8.869999999999999e-90	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7661;size=5;	760	763	92.529	53	1	760	301	1062	4	0.0	cellular organisms; Eukaryota; Sar; Stramenopiles; Oomycota; Pythiales; Pythiaceae; Pythium; Pythium grandisporangium
1889;size=27;	551	260	98.462	4	290	549	522	263	0	8.32e-124	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Chytridiomycetes; Rhizophlyctidales; Rhizophlyctidaceae; Rhizophlyctis; Rhizophlyctis rosea
11783;size=32;	740	733	94.407	41	8	740	1067	1799	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8168;size=78;	1067	332	82.53	50	258	582	753	1083	8	2.99e-71	cellular organisms; Eukaryota; Sar; Stramenopiles; Oomycota; Pythiales; Pythiaceae; Halophytophthora; Halophytophthora exoprolifera
5922;size=363;	725	166	88.554	19	560	725	116	281	0	2.07e-46	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9777;size=8;	717	333	88.589	28	388	717	1592	1917	10	8.74e-105	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9445;size=102;	437	65	100.0	0	1	65	364	428	0	3.47e-22	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; environmental samples; uncultured beta proteobacterium
12183;size=3;	734	175	95.429	6	560	734	805	977	2	3.3899999999999997e-69	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Craspedida; Salpingoecidae; Salpingoeca; Salpingoeca calixa
12934;size=10;	676	325	92.923	20	354	676	1601	1924	3	4.77e-127	cellular organisms; Eukaryota; Amoebozoa; Discosea; Flabellinia; Vannellidae; Vannella; Vannella septentrionalis
874;size=52;	786	166	88.554	19	621	786	116	281	0	2.25e-46	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4641;size=10;	614	614	97.557	15	1	614	795	1408	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7357;size=22;	683	687	91.849	48	1	683	957	1639	8	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Gonyaulacales; Amphidomataceae; Azadinium; Azadinium poporum
11052;size=35;	730	730	99.726	2	1	730	1223	1952	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12809;size=15;	703	277	88.448	30	429	703	1	277	2	6.81e-86	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12495;size=4;	586	339	83.186	48	250	586	1210	1541	9	1.59e-76	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2314;size=7;	886	145	94.483	8	740	884	1900	2044	0	5.45e-53	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6928;size=863;	583	583	96.913	17	1	583	282	863	1	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Peridiniales; Pfiesteriaceae; Tyrannodinium; Tyrannodinium berolinense
12677;size=4;	819	168	97.024	5	652	819	772	939	0	8.17e-71	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Bryanae; Bryales; Mniaceae; Epipterygium; Epipterygium wrightii
11951;size=156;	593	69	97.101	2	1	69	295	363	0	6.240000000000001e-21	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Peridiniales; Peridiniaceae; Peridinium; Peridinium parvulum
11157;size=137;	760	364	88.736	21	397	760	1529	1872	20	3.2999999999999996e-114	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9003;size=50;	969	338	88.757	27	635	969	1618	1947	11	7.17e-107	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2043;size=12;	769	781	83.995	91	4	769	869	1630	34	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6590;size=4;	587	588	95.918	22	1	587	365	951	2	0.0	cellular organisms; Eukaryota; Haptista; Centroplasthelida; Meringosphaera; Meringosphaera mediterranea
9931;size=4;	671	75	98.667	1	1	75	807	881	0	7.060000000000001e-26	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1131;size=38;	590	538	98.327	9	1	538	47577263	47577800	0	0.0	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Urticaceae; Parietaria; Parietaria judaica
9096;size=7;	637	149	82.55	26	489	637	821876	821728	0	2.4e-25	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Wolfebacteria; Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1
11456;size=13;	718	311	89.389	28	410	718	1326	1633	5	5.27e-102	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Chlorokybophyceae; Chlorokybales; Chlorokybaceae; Chlorokybus; Chlorokybus atmophyticus
3385;size=5;	496	80	95.0	4	1	80	524547	524626	0	8.56e-24	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Betaproteobacteria incertae sedis; Candidatus Desulfobacillus; Candidatus Desulfobacillus denitrificans
8276;size=22;	829	155	98.065	3	675	829	985	1139	0	6.439999999999999e-67	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Nemertea; Enopla; Hoplonemertea; Monostilifera; Eumonostilifera; Carcinonemertidae; Ovicides; Ovicides paralithodis
11091;size=4;	586	595	84.37	51	1	586	1202	1763	42	6.63e-150	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11827;size=846;	754	365	89.315	35	392	754	656	1018	4	1.5e-122	cellular organisms; Eukaryota; Haptista; Centroplasthelida; Pterocystida; Pterista; Pterocystidae; Chlamydaster; Chlamydaster sterni
1796;size=6;	670	671	97.466	13	1	670	1054	1721	4	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1838;size=45;	680	678	93.658	41	1	678	1281	1956	2	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Podoplea; Cyclopoida; Cyclopidae; Diacyclops; Diacyclops bicuspidatus
9483;size=27;	679	346	90.173	23	336	679	3095	3431	11	3.76e-118	cellular organisms; Eukaryota; Opisthokonta; Aphelida; Aphelidea; Aphelidiaceae; unclassified Aphelidiaceae; Aphelidiaceae sp.
4100;size=6;	912	719	87.761	56	1	710	2050880	2050185	32	0.0	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Malaciobacter; Malaciobacter mytili; Malaciobacter mytili LMG 24559
8502;size=66;	538	375	90.933	27	170	538	548	921	7	1.72e-135	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Monomastigales; Monomastigaceae; Monomastix; unclassified Monomastix; Monomastix sp. M0722
4017;size=45;	594	594	99.327	4	1	594	292	885	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Marasmiineae; Omphalotaceae; Collybiopsis; unclassified Collybiopsis; Collybiopsis sp. ZQ-2022a
5416;size=3;	499	64	100.0	0	1	64	4960279	4960216	0	1.4400000000000001e-21	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Pandoraea; Pandoraea fibrosis
3625;size=32;	701	325	97.846	2	378	701	1489	1809	5	3.6999999999999997e-153	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
473;size=19;	818	162	98.148	3	653	814	1008	1169	0	8.16e-71	cellular organisms; Eukaryota; Sar; Rhizaria; Endomyxa; Gromiida; Gromiidae; Gromia; Gromia oviformis
4883;size=6;	928	172	94.767	9	757	928	714	885	0	2.61e-66	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Hypnanae; Hookeriales; Daltoniaceae; Leskeodon; Leskeodon cubensis
5218;size=5;	476	298	83.893	43	181	476	998	1292	5	5.940000000000001e-70	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10381;size=3;	563	338	87.278	35	229	563	189	521	8	6.82e-100	cellular organisms; Eukaryota; Sar; Alveolata; Colponemida; Colponemidia; Colponema; Colponema vietnamica
11023;size=3;	558	560	89.464	36	1	552	21	565	23	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Pelodera; unclassified Pelodera; Pelodera sp. K-ply-3-Pelo-7
12268;size=29;	747	192	88.542	22	556	747	869	1060	0	7.58e-56	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Plectida; Plectina; Camacolaimoidea; Camacolaimidae; Setostephanolaimus; unclassified Setostephanolaimus; Setostephanolaimus sp. OVN-2021
10999;size=19;	634	93	94.624	5	1	93	2445	2537	0	3.07e-29	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Syndiniales; Amoebophryaceae; Amoebophrya; unclassified Amoebophrya; Amoebophrya sp. ex Gymnodinium instriatum
512;size=15;	828	201	94.03	10	628	828	745	943	2	6.34e-77	cellular organisms; Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Spirotrichea; Stichotrichia; Urostylida; Holostichidae; Anteholosticha; unclassified Anteholosticha; Anteholosticha sp. XZ-2015
4010;size=7;	450	152	90.789	14	299	450	3899299	3899450	0	3.4600000000000004e-47	cellular organisms; Bacteria; Bacillati; Chloroflexota; Dehalococcoidia; unclassified Dehalococcoidia; Dehalococcoidia bacterium
11073;size=49;	559	561	92.157	35	1	559	1094	1647	9	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5102;size=11;	436	257	81.712	40	181	436	1118	1368	7	2.58e-48	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10532;size=30;	760	352	92.045	22	411	760	1555	1902	6	4.15e-133	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7006;size=17;	765	778	84.062	99	1	765	863	1628	25	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4242;size=64;	1108	339	89.086	26	347	675	2353	2690	11	4.92e-109	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11118;size=3;	1043	322	90.062	22	386	700	1591	1909	10	1.66e-108	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3210;size=3;	763	366	90.164	28	401	763	1417	1777	8	5.42e-127	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11624;size=898;	947	64	100.0	0	1	64	534335	534398	0	2.8400000000000003e-21	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae; Methylotenera; unclassified Methylotenera; Methylotenera sp.
12166;size=16;	619	331	87.009	32	298	619	566	894	11	7.59e-95	cellular organisms; Eukaryota; Sar; Alveolata; Perkinsozoa; Parviluciferaceae; Tuberlatum; Tuberlatum coatsi
1954;size=38;	742	338	87.574	37	407	742	1426	1760	5	5.46e-102	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9075;size=77;	817	823	91.616	60	1	817	335	1154	9	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Collembola; Neelipleona; Neelidae; Neelides; unclassified Neelides; Neelides sp. YG-2007
6594;size=7;	778	141	90.071	14	638	778	633	773	0	8.08e-41	cellular organisms; Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Litostomatea; Haptoria; Pleurostomatida; Protolitonotidae; Protolitonotus; Protolitonotus magnus
1949;size=13;	564	570	90.175	45	1	564	1059	1623	11	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3414;size=10;	554	554	99.458	1	1	554	316	867	2	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Russulales; Peniophoraceae; Peniophora; Peniophora lycii
10956;size=22;	616	104	92.308	7	1	103	1232	1335	1	8.28e-30	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3142;size=3253;	665	666	99.7	1	1	665	901	1566	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6291;size=52;	638	262	99.237	2	377	638	1	262	0	3.47e-128	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11181;size=7;	743	201	95.025	5	541	740	537	733	5	3.3800000000000005e-79	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Lecanorales; Lecanorineae; Parmeliaceae; Masonhalea; Masonhalea inermis
5354;size=9;	807	195	93.846	12	500	694	2135	2329	0	3.72e-74	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8439;size=9;	622	303	96.7	5	1	303	1969542	1969839	5	5.57e-136	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; unclassified Comamonadaceae; Comamonadaceae bacterium AAW
1046;size=19;	605	610	91.475	24	1	605	332	918	28	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Trichosporonales; Trichosporonaceae; Cutaneotrichosporon; Cutaneotrichosporon mucoides
6093;size=27;	730	731	97.674	13	2	730	774	1502	4	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6384;size=6;	794	384	90.365	12	411	794	1444	1802	25	2.61e-130	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2408;size=46;	877	66	98.485	1	3	68	1197	1262	0	9.42e-21	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
599;size=5;	565	82	95.122	4	1	82	752	833	0	7.62e-25	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1096;size=45;	505	505	97.426	13	1	505	234	738	0	0.0	cellular organisms; Eukaryota; Haptista; Haptophyta; environmental samples; Haptophyta environmental samples
2645;size=68;	903	491	89.409	34	422	903	1578	2059	18	6.12e-167	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11816;size=11;	778	782	88.107	78	1	772	1270	2046	15	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12842;size=38;	688	217	93.548	14	359	575	1256	1472	0	4.01e-83	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Syndiniales; Amoebophryaceae; Amoebophrya; unclassified Amoebophrya; Amoebophrya sp. ex Akashiwo sanguineaum
3949;size=8;	663	308	84.416	40	358	663	696	997	8	8.4e-75	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Chytridiomycetes; Polychytriales; Polychytriales incertae sedis; Arkaya; unclassified Arkaya; Arkaya sp. JEL581
11184;size=4;	731	734	95.777	26	1	731	969	1700	5	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6412;size=7;	764	354	93.785	14	415	764	761	1110	8	1.14e-143	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Imbricatea; Silicofilosea; Thaumatomonadida; Thaumatomastigidae; Protaspis; Protaspis grandis
6077;size=7;	800	201	89.055	22	600	800	706	906	0	8.09e-61	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Exobasidiomycetes; Exobasidiales; Cryptobasidiaceae; Coniodictyum; Coniodictyum chevalieri
4580;size=69;	619	610	91.803	48	1	608	1579	2188	2	0.0	cellular organisms; Eukaryota; Eukaryota incertae sedis; Picozoa; unclassified Picozoa; Picobiliphyte sp. MS584-11
10663;size=14;	658	159	97.484	4	499	657	23995265	23995423	0	1.3999999999999999e-67	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Tunicata; Ascidiacea; Aplousobranchia; Didemnidae; Trididemnum; Trididemnum miniatum
10830;size=14;	597	302	95.033	10	299	597	7428	7727	5	4.19e-127	cellular organisms; Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Myxogastria; Myxogastromycetidae; Physariida; Physaraceae; Fuligo; Fuligo septica
10295;size=9;	735	328	88.72	25	283	608	704	1021	12	4.18e-103	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Zoopagomycota; Entomophthoromycotina; Entomophthoromycetes; Entomophthorales; Entomophthoraceae; unclassified Entomophthoraceae; Entomophthoraceae sp. ARSEF 7942
11322;size=8;	771	335	89.254	35	438	771	1613	1947	1	2.01e-111	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9698;size=11;	784	784	99.362	3	1	784	351	1132	2	0.0	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Glissomonadida; Viridiraptoridae; Bodomorpha; Bodomorpha minima
5229;size=8;	558	560	90.714	48	1	558	6568	7125	4	0.0	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Ulvophyceae; TCBD clade; Trentepohliales; environmental samples; uncultured Trentepohlia photobiont
10496;size=14;	660	81	95.062	2	1	80	402	481	2	1.16e-23	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Blastocladiomycota; Blastocladiomycetes; Blastocladiales; Blastocladiaceae; Blastocladiella; Blastocladiella emersonii
4488;size=17;	859	387	85.013	52	476	859	701449	701832	6	1.77e-102	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia solanacearum species complex; Ralstonia pseudosolanacearum
7068;size=293;	608	345	97.681	6	266	608	1559	1903	2	8.72e-164	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10134;size=21;	633	78	93.59	5	2	79	294	371	0	6.680000000000001e-21	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Neobodonida; Neobodo; Neobodo saliens
9568;size=9;	584	584	98.973	6	1	584	3663	3080	0	0.0	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Chlorarachniophyceae; Lotharella; Lotharella oceanica
1448;size=9;	917	201	92.04	13	718	917	1671	1869	3	1.19e-69	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10520;size=34;	769	327	90.826	27	444	769	751	1075	3	2e-116	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Acanthoecida; Stephanoecidae; Stephanoeca; Stephanoeca diplocostata
5589;size=14;	597	310	96.774	10	288	597	2	311	0	1.14e-142	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Neobodonida; Rhynchomonadidae; Rhynchomonas; Rhynchomonas nasuta
1789;size=4;	470	446	99.327	2	1	445	186	631	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8598;size=23;	596	596	84.732	56	2	596	936	1497	35	1.87e-155	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7623;size=30;	1175	372	87.097	36	813	1175	656214	655846	12	5.230000000000001e-109	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; unclassified Arcobacter; Arcobacter sp. FWKO B
11097;size=3;	782	338	93.195	10	449	782	1476	1804	13	1.99e-131	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9919;size=22;	1052	599	98.497	8	454	1052	5050	5647	1	0.0	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Acrogymnospermae; Pinopsida; Pinidae; Conifers I; Pinales; Pinaceae; Pinus; Pinus subgen. Pinus; Pinus mugo; Pinus mugo subsp. uncinata
8262;size=37;	789	789	96.958	22	1	789	1189	1975	2	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12850;size=11;	457	258	86.047	31	203	457	405297	405042	5	9.509999999999999e-68	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Kaiserbacteria; unclassified Candidatus Kaiserbacteria; Candidatus Kaiserbacteria bacterium
3211;size=27;	649	164	89.024	18	486	649	737	900	0	5.120000000000001e-47	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Lycopodiopsida; Selaginellales; Selaginellaceae; Selaginella; Selaginella douglasii
9310;size=19;	750	497	87.525	51	256	750	1504	1991	11	2.38e-155	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3664;size=19;	725	537	99.441	3	189	725	1096	1632	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3088;size=6;	442	67	100.0	0	1	67	362	428	0	2.72e-23	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; environmental samples; uncultured beta proteobacterium
715;size=14;	528	145	97.931	3	384	528	1	145	0	1.45e-61	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Magsaviricetes; Nodamuvirales; unclassified Nodamuvirales; Ripojast virus
3050;size=109;	711	201	97.512	5	511	711	2498	2698	0	3.18e-89	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8071;size=15;	622	230	92.174	18	393	622	1241	1470	0	1e-83	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11527;size=5;	433	140	84.286	22	294	433	450049	449910	0	3.41e-27	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Campbellbacteria; unclassified Candidatus Campbellbacteria; Candidatus Campbellbacteria bacterium
5677;size=16;	601	335	92.239	14	270	601	1195	1520	12	1.96e-125	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3452;size=22;	724	379	89.182	31	347	724	540	909	10	2.39e-125	cellular organisms; Eukaryota; Sar; Stramenopiles; Bigyra; Opalozoa; Bicosoecida; Bicosoecidae; Bicosoeca; unclassified Bicosoeca; Bicosoeca sp. HFCC85
459;size=252;	486	490	89.388	42	2	486	2756	3240	10	6.82e-169	cellular organisms; Eukaryota; Sar; Stramenopiles; unclassified stramenopiles; Marine_stramenopiles_MASTs group; Stramenopiles sp. MAST-1C-sp1
3972;size=12;	764	92	93.478	2	1	89	1214	1304	4	8.09e-26	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12815;size=6;	684	148	99.324	0	537	684	1441	1587	1	6.81e-66	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
